geoid,d_rent,d_bike_km,d_income,d_pct_white,d_pct_poverty,d_pop_density,base_rent,base_bike_km,base_income
17031140701,512,1.0131275555349168,38288,-0.18641237989064077,-7.166746297181115e-5,2092.8862513585755,818,0,53924
17031140702,321,0.6065988821758499,28507,0.055737727227879424,-0.14980618306071752,-1759.3958351653364,922,0,45064
17031140800,604,2.3771621573239243,29842,0.14299693299253252,-0.03475000741185144,-2093.515021638561,874,0,67880
17031150200,314,2.0782619716351274,39833,-0.040888556568528855,-0.0656283999301048,-401.9337126504788,901,0,51205
17031150300,364,1.7258922053653587,30739,-0.0022227420863600855,-0.04845428148641663,347.924533724884,1012,0,55551
17031150401,201,0.8117266763849001,29936,-0.16798257336802613,-0.06409804487462632,895.3891369592948,1061,0,47972
17031150402,370,0,39861,-0.046871544283376365,-0.03709095556026601,297.02497352683986,968,0,58125
17031150501,139,0.71179615545675,49332,-0.0744246248432634,-0.020611782808841107,337.6323117266411,1289,0,73102
17031150502,240,0,23567,0.0314001630313378,-0.046252845939792564,-1267.833576093214,1027,0,48933
17031150600,504,0,21314,-0.09748721125993015,-0.03257883081505869,873.1731590998925,878,0,60609
17031150700,543,0.8103682694641459,42569,-0.06647996249098714,-0.021710674523659906,3.019055536556152,866,0,58293
17031150800,291,0,27761,-0.031400078214156024,-0.009104441510746603,-1035.9168555207843,915,0,57953
17031151001,250,1.2173939960118483,55185,-0.061819500657257526,-0.21963261556914415,569.7060216101154,1040,0,38694
17031151002,377,0.741316708317448,21477,-0.005992862379390118,-0.008325177509659415,-306.0373052591949,906,0,54416
17031151100,345,2.4363399114405246,38582,-0.14284667658114886,-0.01756346922408157,768.7313459200095,900,0,38939
17031151200,500,1.6197863455776005,33215,-0.03181221955796032,0.03377507300939877,619.3018543570261,864,0,55724
17031160100,429,1.1106575895965083,48590,-0.13050663027240372,0.009292832420402922,172.08644314292906,1150,0,58547
17031160200,443,0.882377593904088,63583,0.010151500947794045,-0.0703217712834293,-586.1060225419533,921,0,60781
17031160300,392,0.21553774756222677,39236,0.07695601693300713,-0.054257128416641154,-393.54131047613555,784,0,38485
17031160400,356,2.2595897464329613,27512,0.09290419795905314,-0.1766960564638392,-12.171830409234644,939,0,44813
17031160501,217,2.026830854373455,36686,0.06609342016649292,-0.19561655513049003,-3234.8017660061178,1031,0,37260
17031160502,271,0.8113784888068845,54708,0.01068742854101068,-0.0706167005326296,-2709.894329960356,924,0,45439
17031160601,479,2.379373076939808,31940,0.13614576351918128,-0.09042592428668378,-2408.1107106125874,1041,0,51393
17031160602,306,2.2311192612946065,32602,0.0890509422383744,-0.04951438579857745,-136.86708546021782,953,0,52353
17031160700,255,1.6193529086988705,27622,-0.01470039518694849,-0.02771855509294735,484.4684625761947,1069,0,64992
17031160800,337,1.1231356111008766,33906,0.029539762220411103,-0.04850502852827939,-226.63808483766388,1040,0,48785
17031160900,392,0.16449232582516743,48338,-0.08035196739776995,-0.06545568450761266,-291.74414063837185,901,0,66523
17031161000,749,0,48324,-0.03758111941181397,0.025159657755188067,565.1926436871267,930,0,53835
17031161100,305,0.72534524959377,59689,0.014248529837077029,-0.04301530087612874,-400.6622792388789,1165,0,98704
17031161200,239,1.5877468608470449,11064,-0.03484160124683805,0.12074849632311371,696.8533954292534,1010,0,59327
17031161300,192,1.1880172528559838,17455,-0.03499182092222336,0.021403523028223376,235.1443925821095,905,0,36514
17031170100,523,0.647345737765471,-96,0.02287138149207113,0.17227233537479164,-113.32989542819587,1380,0,46667
17031170200,106,0.8053729779268506,43004,-0.17466628909026294,-0.006458777540867093,-134.57485677598834,1014,0,62851
17031170300,250,0,27824,-0.21375618362786075,-0.13461405905651802,-66.50605862622842,975,0,57950
17031170400,549,0,38201,-0.19974171916584904,-0.10279601005111723,256.9744600950535,857,0,64815
17031170500,143,0,9984,-0.16621993439791805,-0.03150115749257743,313.448504595302,1219,0,77802
17031170600,599,0,24127,-0.004786984859028398,0.021037718256946253,-278.67238065450056,853,0,52219
17031170700,348,0,27177,-0.09974196017488723,-0.0812394416288788,149.0377495039029,845,0,55691
17031170800,289,0,5210,-0.16351556049642768,-0.048538672972893895,498.4943654359604,882,0,59559
17031170900,548,0,8718,-0.23863047757173933,0.20990365689422977,794.3993969513094,1063,0,59782
17031171000,68,0.6877109684333359,23850,-0.21727563521094123,0.007803464518230135,-145.5962172425352,907,0,58100
